напляжение фаза 1, В	-1.300000
напляжение фаза 2, В	1.000000
количество точек фаза 1	200
количество точек фаза 2	200
длительность импульсов, us	10000.000000
задержка между импульсами, us	0.500000
количество ВАХ в файле	17

номер точки	напряжение, В 	ток, А
1002	0.007248	-0.000004
1003	0.017167	-0.000003
1004	0.027006	-0.000003
1005	0.037167	-0.000003
1006	0.046926	-0.000003
1007	0.057248	-0.000002
1008	0.066845	-0.000002
1009	0.076926	-0.000001
1010	0.086845	-0.000002
1011	0.097087	-0.000001
1012	0.107006	-0.000000
1013	0.117006	0.000000
1014	0.126765	0.000000
1015	0.136845	0.000001
1016	0.146926	0.000002
1017	0.156926	0.000002
1018	0.166282	0.000003
1019	0.176765	0.000003
1020	0.186121	0.000003
1021	0.196443	0.000004
1022	0.206443	0.000005
1023	0.216604	0.000006
1024	0.225799	0.000009
1025	0.236362	0.000010
1026	0.246040	0.000011
1027	0.255476	0.000017
1028	0.265315	0.000018
1029	0.275718	0.000019
1030	0.285315	0.000020
1031	0.295557	0.000020
1032	0.305557	0.000011
1033	0.315799	0.000013
1034	0.326201	0.000011
1035	0.336282	0.000010
1036	0.345879	0.000011
1037	0.356362	0.000012
1038	0.366040	0.000011
1039	0.375879	0.000011
1040	0.386040	0.000012
1041	0.396121	0.000014
1042	0.405638	0.000012
1043	0.416121	0.000014
1044	0.423624	0.000039
1045	0.433705	0.000040
1046	0.443947	0.000041
1047	0.453705	0.000042
1048	0.462900	0.000047
1049	0.473222	0.000050
1050	0.483302	0.000043
1051	0.493463	0.000045
1052	0.503383	0.000047
1053	0.513141	0.000049
1054	0.521128	0.000066
1055	0.532014	0.000066
1056	0.542175	0.000058
1057	0.552497	0.000057
1058	0.561209	0.000067
1059	0.573544	0.000045
1060	0.582900	0.000050
1061	0.592094	0.000062
1062	0.599035	0.000093
1063	0.609920	0.000084
1064	0.620403	0.000082
1065	0.630162	0.000083
1066	0.640323	0.000076
1067	0.650726	0.000078
1068	0.660162	0.000080
1069	0.667102	0.000113
1070	0.673076	0.000151
1071	0.675668	0.000219
1072	0.682044	0.000235
1073	0.684555	0.000273
1074	0.687791	0.000305
1075	0.698194	0.000306
1076	0.704007	0.000321
1077	0.703619	0.000356
1078	0.709673	0.000362
1079	0.715889	0.000374
1080	0.724520	0.000374
1081	0.732185	0.000380
1082	0.738239	0.000386
1083	0.742119	0.000397
1084	0.736578	0.000410
1085	0.737157	0.000415
1086	0.742084	0.000417
1087	0.745481	0.000419
1088	0.745013	0.000421
1089	0.749537	0.000421
1090	0.745526	0.000423
1091	0.748681	0.000423
1092	0.753769	0.000423
1093	0.753784	0.000423
1094	0.755249	0.000424
1095	0.759048	0.000424
1096	0.760513	0.000424
1097	0.758998	0.000424
1098	0.762556	0.000424
1099	0.763618	0.000424
1100	0.766773	0.000424
1101	0.765500	0.000423
1102	0.767659	0.000424
1103	0.769254	0.000424
1104	0.763361	0.000424
1105	0.760206	0.000424
1106	0.758902	0.000424
1107	0.763558	0.000424
1108	0.759677	0.000424
1109	0.758294	0.000423
1110	0.753206	0.000423
1111	0.749647	0.000423
1112	0.746411	0.000423
1113	0.744947	0.000422
1114	0.738571	0.000421
1115	0.734932	0.000421
1116	0.731454	0.000420
1117	0.723145	0.000419
1118	0.720634	0.000417
1119	0.716754	0.000416
1120	0.710700	0.000413
1121	0.705853	0.000410
1122	0.698994	0.000408
1123	0.692698	0.000404
1124	0.686804	0.000401
1125	0.680509	0.000398
1126	0.673085	0.000393
1127	0.666789	0.000388
1128	0.658561	0.000385
1129	0.651460	0.000381
1130	0.645083	0.000376
1131	0.636855	0.000370
1132	0.628707	0.000366
1133	0.621123	0.000360
1134	0.612814	0.000355
1135	0.605793	0.000351
1136	0.596920	0.000345
1137	0.588773	0.000340
1138	0.580866	0.000334
1139	0.572879	0.000328
1140	0.563523	0.000324
1141	0.555376	0.000319
1142	0.546342	0.000313
1143	0.538435	0.000308
1144	0.529241	0.000303
1145	0.520771	0.000298
1146	0.511898	0.000289
1147	0.503186	0.000286
1148	0.493992	0.000280
1149	0.485199	0.000276
1150	0.475924	0.000269
1151	0.467454	0.000264
1152	0.457776	0.000258
1153	0.449226	0.000255
1154	0.440353	0.000247
1155	0.431239	0.000242
1156	0.421883	0.000235
1157	0.412769	0.000231
1158	0.403654	0.000225
1159	0.394460	0.000219
1160	0.385184	0.000214
1161	0.375829	0.000208
1162	0.366634	0.000202
1163	0.357842	0.000197
1164	0.348405	0.000191
1165	0.339211	0.000186
1166	0.329855	0.000182
1167	0.320580	0.000176
1168	0.310580	0.000169
1169	0.301224	0.000163
1170	0.291868	0.000157
1171	0.283156	0.000152
1172	0.272673	0.000148
1173	0.263720	0.000141
1174	0.254123	0.000136
1175	0.245250	0.000130
1176	0.235491	0.000125
1177	0.225894	0.000120
1178	0.216780	0.000114
1179	0.207585	0.000110
1180	0.197505	0.000103
1181	0.188632	0.000099
1182	0.179115	0.000092
1183	0.168712	0.000089
1184	0.159840	0.000084
1185	0.150081	0.000075
1186	0.140484	0.000072
1187	0.131370	0.000067
1188	0.122014	0.000063
1189	0.112497	0.000056
1190	0.102658	0.000051
1191	0.093463	0.000046
1192	0.083785	0.000041
1193	0.074108	0.000036
1194	0.064832	0.000030
1195	0.055074	0.000024
1196	0.044913	0.000019
1197	0.036121	0.000015
1198	0.026201	0.000010
1199	0.017087	0.000005
1200	0.007329	-0.000001
1201	-0.002430	-0.000007
1202	-0.014625	-0.000015
1203	-0.027464	-0.000025
1204	-0.039336	-0.000033
1205	-0.052095	-0.000041
1206	-0.064289	-0.000050
1207	-0.076645	-0.000058
1208	-0.089082	-0.000067
1209	-0.101840	-0.000078
1210	-0.113793	-0.000086
1211	-0.126149	-0.000095
1212	-0.138988	-0.000104
1213	-0.151263	-0.000113
1214	-0.163861	-0.000121
1215	-0.177102	-0.000130
1216	-0.188975	-0.000139
1217	-0.201492	-0.000148
1218	-0.214089	-0.000159
1219	-0.226042	-0.000166
1220	-0.238479	-0.000175
1221	-0.251157	-0.000185
1222	-0.263673	-0.000194
1223	-0.276754	-0.000203
1224	-0.289754	-0.000214
1225	-0.301063	-0.000221
1226	-0.314788	-0.000231
1227	-0.326580	-0.000241
1228	-0.338775	-0.000251
1229	-0.352097	-0.000260
1230	-0.364613	-0.000269
1231	-0.377291	-0.000281
1232	-0.389245	-0.000289
1233	-0.401842	-0.000298
1234	-0.413956	-0.000309
1235	-0.426634	-0.000316
1236	-0.439231	-0.000327
1237	-0.451909	-0.000338
1238	-0.464185	-0.000349
1239	-0.476943	-0.000360
1240	-0.489621	-0.000368
1241	-0.501816	-0.000379
1242	-0.514655	-0.000393
1243	-0.526930	-0.000401
1244	-0.539688	-0.000411
1245	-0.552125	-0.000421
1246	-0.564722	-0.000434
1247	-0.576997	-0.000445
1248	-0.589756	-0.000457
1249	-0.602434	-0.000468
1250	-0.614870	-0.000480
1251	-0.627870	-0.000489
1252	-0.640145	-0.000502
1253	-0.652823	-0.000512
1254	-0.665582	-0.000521
1255	-0.678260	-0.000531
1256	-0.690937	-0.000541
1257	-0.703535	-0.000553
1258	-0.716293	-0.000560
1259	-0.729052	-0.000563
1260	-0.741810	-0.000571
1261	-0.754730	-0.000579
1262	-0.767408	-0.000583
1263	-0.780488	-0.000587
1264	-0.793246	-0.000588
1265	-0.806246	-0.000590
1266	-0.819569	-0.000590
1267	-0.832569	-0.000580
1268	-0.846052	-0.000582
1269	-0.858891	-0.000578
1270	-0.872052	-0.000560
1271	-0.885535	-0.000546
1272	-0.898857	-0.000550
1273	-0.911615	-0.000555
1274	-0.924535	-0.000555
1275	-0.937535	-0.000551
1276	-0.951340	-0.000535
1277	-0.964260	-0.000532
1278	-0.977018	-0.000557
1279	-0.989374	-0.000560
1280	-1.001246	-0.000596
1281	-1.013763	-0.000607
1282	-1.026763	-0.000614
1283	-1.039763	-0.000607
1284	-1.052522	-0.000625
1285	-1.065361	-0.000633
1286	-1.078924	-0.000605
1287	-1.096434	-0.000452
1288	-1.113621	-0.000389
1289	-1.139183	-0.000119
1290	-1.151861	-0.000116
1291	-1.165102	-0.000097
1292	-1.178102	-0.000130
1293	-1.192149	-0.000116
1294	-1.204263	-0.000117
1295	-1.216861	-0.000119
1296	-1.231230	-0.000089
1297	-1.242216	-0.000099
1298	-1.257713	-0.000091
1299	-1.272082	-0.000100
1300	-1.284518	-0.000077
1301	-1.297357	-0.000080
1302	-1.284840	-0.000082
1303	-1.271598	-0.000081
1304	-1.258679	-0.000074
1305	-1.245840	-0.000091
1306	-1.233806	-0.000070
1307	-1.220645	-0.000065
1308	-1.207082	-0.000074
1309	-1.193115	-0.000069
1310	-1.181645	-0.000068
1311	-1.169128	-0.000064
1312	-1.155645	-0.000063
1313	-1.142726	-0.000061
1314	-1.130773	-0.000049
1315	-1.116806	-0.000059
1316	-1.104209	-0.000065
1317	-1.090162	-0.000066
1318	-1.077726	-0.000069
1319	-1.064887	-0.000061
1320	-1.051323	-0.000097
1321	-1.038323	-0.000066
1322	-1.025726	-0.000066
1323	-1.013370	-0.000058
1324	-1.000209	-0.000064
1325	-0.986806	-0.000060
1326	-0.974370	-0.000055
1327	-0.961209	-0.000057
1328	-0.948209	-0.000055
1329	-0.935451	-0.000055
1330	-0.922289	-0.000053
1331	-0.909370	-0.000053
1332	-0.896370	-0.000053
1333	-0.883451	-0.000050
1334	-0.870370	-0.000049
1335	-0.857692	-0.000049
1336	-0.845175	-0.000047
1337	-0.831692	-0.000046
1338	-0.819175	-0.000046
1339	-0.806256	-0.000044
1340	-0.793336	-0.000043
1341	-0.780900	-0.000042
1342	-0.767014	-0.000041
1343	-0.753853	-0.000046
1344	-0.741497	-0.000056
1345	-0.727773	-0.000055
1346	-0.715175	-0.000054
1347	-0.702336	-0.000041
1348	-0.688853	-0.000043
1349	-0.675853	-0.000042
1350	-0.663256	-0.000040
1351	-0.650175	-0.000039
1352	-0.637417	-0.000038
1353	-0.624658	-0.000038
1354	-0.611497	-0.000036
1355	-0.598819	-0.000034
1356	-0.586061	-0.000033
1357	-0.572497	-0.000032
1358	-0.559980	-0.000031
1359	-0.547142	-0.000030
1360	-0.533819	-0.000029
1361	-0.521303	-0.000029
1362	-0.508303	-0.000026
1363	-0.495061	-0.000028
1364	-0.482383	-0.000025
1365	-0.469142	-0.000024
1366	-0.456383	-0.000025
1367	-0.443303	-0.000022
1368	-0.430464	-0.000022
1369	-0.417464	-0.000021
1370	-0.404464	-0.000020
1371	-0.391544	-0.000019
1372	-0.378544	-0.000019
1373	-0.365947	-0.000019
1374	-0.352786	-0.000018
1375	-0.339866	-0.000017
1376	-0.326866	-0.000016
1377	-0.314108	-0.000016
1378	-0.301188	-0.000015
1379	-0.287786	-0.000014
1380	-0.274786	-0.000014
1381	-0.261866	-0.000013
1382	-0.248947	-0.000013
1383	-0.236994	-0.000012
1384	-0.223188	-0.000012
1385	-0.210027	-0.000011
1386	-0.197269	-0.000011
1387	-0.184108	-0.000011
1388	-0.171269	-0.000010
1389	-0.158510	-0.000010
1390	-0.145510	-0.000009
1391	-0.132349	-0.000009
1392	-0.119752	-0.000008
1393	-0.106430	-0.000008
1394	-0.093430	-0.000007
1395	-0.080591	-0.000007
1396	-0.067510	-0.000006
1397	-0.054671	-0.000006
1398	-0.041752	-0.000005
1399	-0.028752	-0.000005
1400	-0.015913	-0.000005
1401	-0.003155	-0.000004
1402	0.007248	-0.000004
1403	0.017409	-0.000004
1404	0.027087	-0.000003
1405	0.037248	-0.000003
1406	0.047248	-0.000002
1407	0.057087	-0.000002
1408	0.067006	-0.000002
1409	0.077006	-0.000002
1410	0.086604	-0.000001
1411	0.096765	-0.000002
1412	0.107006	-0.000001
1413	0.116926	-0.000001
1414	0.125799	-0.000000
1415	0.137006	0.000001
1416	0.146765	0.000001
1417	0.156845	0.000001
1418	0.167006	0.000001
1419	0.176845	0.000001
1420	0.186926	0.000003
1421	0.196845	0.000003
1422	0.206684	0.000002
1423	0.216684	0.000004
1424	0.226523	0.000004
1425	0.236604	0.000006
1426	0.246201	0.000006
1427	0.256523	0.000006
1428	0.266684	0.000006
1429	0.276443	0.000005
1430	0.286443	0.000006
1431	0.295638	0.000009
1432	0.306282	0.000008
1433	0.316201	0.000010
1434	0.326040	0.000009
1435	0.336201	0.000010
1436	0.346121	0.000010
1437	0.355879	0.000011
1438	0.365879	0.000012
1439	0.375879	0.000012
1440	0.385476	0.000013
1441	0.395638	0.000015
1442	0.405557	0.000015
1443	0.415557	0.000015
1444	0.425315	0.000014
1445	0.435638	0.000012
1446	0.445718	0.000012
1447	0.455879	0.000015
1448	0.466040	0.000014
1449	0.476040	0.000014
1450	0.485638	0.000015
1451	0.495879	0.000016
1452	0.504349	0.000033
1453	0.513463	0.000042
1454	0.522900	0.000044
1455	0.533061	0.000042
1456	0.542658	0.000052
1457	0.553624	0.000046
1458	0.563061	0.000046
1459	0.573061	0.000048
1460	0.583141	0.000050
1461	0.586216	0.000122
1462	0.595330	0.000131
1463	0.600177	0.000178
1464	0.608164	0.000192
1465	0.616714	0.000198
1466	0.625345	0.000212
1467	0.632930	0.000230
1468	0.641158	0.000241
1469	0.651641	0.000238
1470	0.657857	0.000258
1471	0.663911	0.000283
1472	0.671415	0.000292
1473	0.679643	0.000303
1474	0.686986	0.000312
1475	0.694651	0.000321
1476	0.699739	0.000337
1477	0.706679	0.000345
1478	0.710962	0.000363
1479	0.714842	0.000375
1480	0.713569	0.000390
1481	0.720267	0.000397
1482	0.725194	0.000402
1483	0.730604	0.000407
1484	0.735692	0.000412
1485	0.739250	0.000415
1486	0.741037	0.000418
1487	0.742018	0.000419
1488	0.750488	0.000420
1489	0.744142	0.000422
1490	0.746814	0.000423
1491	0.751983	0.000423
1492	0.754011	0.000423
1493	0.752737	0.000424
1494	0.754202	0.000424
1495	0.754861	0.000424
1496	0.753024	0.000424
1497	0.752395	0.000424
1498	0.755550	0.000424
1499	0.759592	0.000424
1500	0.755902	0.000424
1501	0.758897	0.000423
1502	0.755822	0.000424
1503	0.756773	0.000424
1504	0.755309	0.000424
1505	0.749818	0.000424
1506	0.753427	0.000424
1507	0.752767	0.000424
1508	0.750659	0.000424
1509	0.746134	0.000424
1510	0.744670	0.000424
1511	0.740307	0.000423
1512	0.734413	0.000423
1513	0.734076	0.000423
1514	0.731162	0.000422
1515	0.727121	0.000422
1516	0.723402	0.000422
1517	0.721132	0.000421
1518	0.713870	0.000419
1519	0.708621	0.000418
1520	0.703775	0.000416
1521	0.700136	0.000413
1522	0.695209	0.000411
1523	0.687866	0.000408
1524	0.682617	0.000405
1525	0.675758	0.000402
1526	0.669301	0.000398
1527	0.662200	0.000394
1528	0.656628	0.000388
1529	0.649125	0.000385
1530	0.642024	0.000380
1531	0.634520	0.000375
1532	0.627338	0.000371
1533	0.619834	0.000366
1534	0.611928	0.000361
1535	0.603538	0.000355
1536	0.594666	0.000352
1537	0.587162	0.000347
1538	0.579578	0.000340
1539	0.570222	0.000336
1540	0.562557	0.000330
1541	0.554409	0.000325
1542	0.544812	0.000318
1543	0.536825	0.000313
1544	0.528596	0.000307
1545	0.519160	0.000302
1546	0.510690	0.000296
1547	0.502059	0.000291
1548	0.492784	0.000286
1549	0.484233	0.000278
1550	0.475119	0.000274
1551	0.466327	0.000268
1552	0.457696	0.000263
1553	0.447857	0.000257
1554	0.439467	0.000251
1555	0.430514	0.000245
1556	0.420997	0.000240
1557	0.410997	0.000235
1558	0.402930	0.000230
1559	0.393493	0.000222
1560	0.384379	0.000219
1561	0.375668	0.000212
1562	0.366634	0.000207
1563	0.357117	0.000200
1564	0.348164	0.000195
1565	0.338647	0.000190
1566	0.329050	0.000184
1567	0.320177	0.000178
1568	0.310660	0.000172
1569	0.301143	0.000168
1570	0.292351	0.000162
1571	0.282673	0.000157
1572	0.272995	0.000151
1573	0.263398	0.000145
1574	0.254445	0.000141
1575	0.245008	0.000134
1576	0.235975	0.000130
1577	0.226458	0.000125
1578	0.216699	0.000118
1579	0.206780	0.000112
1580	0.197746	0.000106
1581	0.188310	0.000102
1582	0.179115	0.000096
1583	0.169759	0.000091
1584	0.159920	0.000085
1585	0.150645	0.000080
1586	0.140887	0.000074
1587	0.131531	0.000069
1588	0.122014	0.000063
1589	0.112175	0.000057
1590	0.102739	0.000051
1591	0.093544	0.000048
1592	0.083947	0.000041
1593	0.074188	0.000036
1594	0.063947	0.000031
1595	0.055235	0.000026
1596	0.045396	0.000021
1597	0.036282	0.000015
1598	0.026684	0.000010
1599	0.016684	0.000004
1600	0.007167	-0.000001
1601	-0.002349	-0.000006
1602	-0.014947	-0.000014
1603	-0.027625	-0.000019
1604	-0.039980	-0.000027
1605	-0.052739	-0.000033
1606	-0.065175	-0.000041
1607	-0.077289	-0.000048
1608	-0.089967	-0.000054
1609	-0.102726	-0.000062
1610	-0.115082	-0.000068
1611	-0.127760	-0.000076
1612	-0.140437	-0.000083
1613	-0.152471	-0.000091
1614	-0.164988	-0.000097
1615	-0.178230	-0.000104
1616	-0.190263	-0.000112
1617	-0.202780	-0.000118
1618	-0.215700	-0.000126
1619	-0.228055	-0.000133
1620	-0.240492	-0.000141
1621	-0.253089	-0.000149
1622	-0.265686	-0.000155
1623	-0.278445	-0.000164
1624	-0.290962	-0.000170
1625	-0.303640	-0.000177
1626	-0.316076	-0.000185
1627	-0.328915	-0.000193
1628	-0.341271	-0.000202
1629	-0.353868	-0.000208
1630	-0.366707	-0.000216
1631	-0.379224	-0.000222
1632	-0.391580	-0.000233
1633	-0.404419	-0.000239
1634	-0.417097	-0.000246
1635	-0.429533	-0.000255
1636	-0.442130	-0.000263
1637	-0.455211	-0.000269
1638	-0.467406	-0.000278
1639	-0.480084	-0.000287
1640	-0.492681	-0.000295
1641	-0.505359	-0.000303
1642	-0.517715	-0.000312
1643	-0.530795	-0.000320
1644	-0.543070	-0.000327
1645	-0.555909	-0.000336
1646	-0.568346	-0.000344
1647	-0.581104	-0.000354
1648	-0.593460	-0.000364
1649	-0.606218	-0.000371
1650	-0.619299	-0.000379
1651	-0.631655	-0.000388
1652	-0.644333	-0.000396
1653	-0.656849	-0.000404
1654	-0.669608	-0.000415
1655	-0.682286	-0.000418
1656	-0.695044	-0.000426
1657	-0.708286	-0.000425
1658	-0.721125	-0.000423
1659	-0.734286	-0.000423
1660	-0.747286	-0.000424
1661	-0.760125	-0.000433
1662	-0.772883	-0.000436
1663	-0.785722	-0.000437
1664	-0.799125	-0.000434
1665	-0.812125	-0.000440
1666	-0.824722	-0.000441
1667	-0.838447	-0.000425
1668	-0.850481	-0.000440
1669	-0.863400	-0.000449
1670	-0.876481	-0.000452
1671	-0.888997	-0.000457
1672	-0.902561	-0.000451
1673	-0.915400	-0.000446
1674	-0.928078	-0.000457
1675	-0.940756	-0.000462
1676	-0.953997	-0.000460
1677	-0.966997	-0.000470
1678	-0.980320	-0.000451
1679	-0.992917	-0.000470
1680	-1.006078	-0.000469
1681	-1.017790	-0.000496
1682	-1.029823	-0.000515
1683	-1.045722	-0.000462
1684	-1.056548	-0.000497
1685	-1.073735	-0.000381
1686	-1.086172	-0.000429
1687	-1.106177	-0.000230
1688	-1.122559	-0.000190
1689	-1.137814	-0.000167
1690	-1.145338	-0.000253
1691	-1.162928	-0.000167
1692	-1.175445	-0.000168
1693	-1.190136	-0.000158
1694	-1.201928	-0.000177
1695	-1.213801	-0.000184
1696	-1.230183	-0.000121
1697	-1.242539	-0.000119
1698	-1.253203	-0.000181
1699	-1.267492	-0.000136
1700	-1.281377	-0.000156
1701	-1.294216	-0.000135
1702	-1.279928	-0.000156
1703	-1.267653	-0.000156
1704	-1.253848	-0.000155
1705	-1.241653	-0.000149
1706	-1.228814	-0.000127
1707	-1.217183	-0.000120
1708	-1.204344	-0.000128
1709	-1.190377	-0.000125
1710	-1.178666	-0.000118
1711	-1.166391	-0.000108
1712	-1.152746	-0.000107
1713	-1.139988	-0.000120
1714	-1.127149	-0.000108
1715	-1.113988	-0.000106
1716	-1.101230	-0.000105
1717	-1.088230	-0.000106
1718	-1.074988	-0.000104
1719	-1.061988	-0.000104
1720	-1.049552	-0.000097
1721	-1.036310	-0.000092
1722	-1.024035	-0.000101
1723	-1.010954	-0.000094
1724	-0.997793	-0.000115
1725	-0.985437	-0.000086
1726	-0.971069	-0.000091
1727	-0.958874	-0.000081
1728	-0.947645	-0.000074
1729	-0.933518	-0.000067
1730	-0.920921	-0.000080
1731	-0.908484	-0.000066
1732	-0.896209	-0.000065
1733	-0.882565	-0.000063
1734	-0.869887	-0.000060
1735	-0.856887	-0.000064
1736	-0.843806	-0.000061
1737	-0.830887	-0.000063
1738	-0.817726	-0.000063
1739	-0.804806	-0.000058
1740	-0.791967	-0.000057
1741	-0.779451	-0.000057
1742	-0.766451	-0.000049
1743	-0.754175	-0.000043
1744	-0.741014	-0.000041
1745	-0.728256	-0.000041
1746	-0.714853	-0.000040
1747	-0.702417	-0.000039
1748	-0.689256	-0.000038
1749	-0.676175	-0.000038
1750	-0.663417	-0.000036
1751	-0.650980	-0.000036
1752	-0.637497	-0.000034
1753	-0.624578	-0.000036
1754	-0.611578	-0.000033
1755	-0.598819	-0.000038
1756	-0.585980	-0.000032
1757	-0.572980	-0.000030
1758	-0.559980	-0.000030
1759	-0.547222	-0.000028
1760	-0.533819	-0.000028
1761	-0.521061	-0.000027
1762	-0.508222	-0.000026
1763	-0.495142	-0.000025
1764	-0.482383	-0.000024
1765	-0.469544	-0.000025
1766	-0.456303	-0.000023
1767	-0.443383	-0.000022
1768	-0.430786	-0.000021
1769	-0.417866	-0.000021
1770	-0.405269	-0.000021
1771	-0.391705	-0.000020
1772	-0.378625	-0.000019
1773	-0.365705	-0.000019
1774	-0.352947	-0.000018
1775	-0.339947	-0.000018
1776	-0.326625	-0.000017
1777	-0.313544	-0.000016
1778	-0.300947	-0.000016
1779	-0.288108	-0.000016
1780	-0.274866	-0.000015
1781	-0.261947	-0.000014
1782	-0.248705	-0.000014
1783	-0.236994	-0.000013
1784	-0.223027	-0.000013
1785	-0.210269	-0.000012
1786	-0.197349	-0.000012
1787	-0.184349	-0.000011
1788	-0.170947	-0.000010
1789	-0.158430	-0.000010
1790	-0.145752	-0.000009
1791	-0.132269	-0.000009
1792	-0.119188	-0.000008
1793	-0.106430	-0.000008
1794	-0.093188	-0.000008
1795	-0.080752	-0.000007
1796	-0.067591	-0.000006
1797	-0.054510	-0.000006
1798	-0.041671	-0.000006
1799	-0.028671	-0.000005
1800	-0.015430	-0.000005
1801	-0.002752	-0.000005
1802	0.007409	-0.000004
1803	0.017329	-0.000004
1804	0.027167	-0.000003
1805	0.037167	-0.000003
1806	0.047248	-0.000003
1807	0.056765	-0.000003
1808	0.067167	-0.000002
1809	0.077248	-0.000001
1810	0.087006	-0.000001
1811	0.097248	-0.000001
1812	0.107167	-0.000000
1813	0.116926	-0.000000
1814	0.127087	0.000001
1815	0.137006	0.000000
1816	0.146926	0.000001
1817	0.157006	0.000001
1818	0.167087	0.000001
1819	0.176684	0.000002
1820	0.186926	0.000002
1821	0.196765	0.000003
1822	0.206765	0.000002
1823	0.216684	0.000003
1824	0.226684	0.000004
1825	0.236443	0.000003
1826	0.246684	0.000004
1827	0.256604	0.000004
1828	0.266523	0.000004
1829	0.276443	0.000005
1830	0.286362	0.000005
1831	0.295638	0.000011
1832	0.306040	0.000012
1833	0.315476	0.000013
1834	0.326040	0.000014
1835	0.335960	0.000014
1836	0.345799	0.000014
1837	0.356040	0.000010
1838	0.365799	0.000012
1839	0.375718	0.000017
1840	0.385638	0.000019
1841	0.394430	0.000030
1842	0.404832	0.000028
1843	0.413383	0.000037
1844	0.423383	0.000044
1845	0.432417	0.000054
1846	0.441933	0.000058
1847	0.452336	0.000058
1848	0.462175	0.000060
1849	0.471370	0.000066
1850	0.481772	0.000062
1851	0.492094	0.000060
1852	0.501772	0.000063
1853	0.511450	0.000065
1854	0.520887	0.000074
1855	0.529518	0.000082
1856	0.538310	0.000100
1857	0.547746	0.000106
1858	0.555975	0.000124
1859	0.566216	0.000119
1860	0.575894	0.000127
1861	0.584364	0.000135
1862	0.595008	0.000134
1863	0.603639	0.000146
1864	0.612512	0.000155
1865	0.616714	0.000204
1866	0.627278	0.000199
1867	0.630917	0.000241
1868	0.640353	0.000247
1869	0.647535	0.000262
1870	0.656005	0.000268
1871	0.663911	0.000278
1872	0.669482	0.000299
1873	0.676100	0.000312
1874	0.684570	0.000321
1875	0.691430	0.000333
1876	0.696115	0.000349
1877	0.695406	0.000374
1878	0.706050	0.000373
1879	0.709125	0.000382
1880	0.716226	0.000391
1881	0.719542	0.000398
1882	0.726321	0.000402
1883	0.729235	0.000409
1884	0.730297	0.000412
1885	0.738928	0.000414
1886	0.742969	0.000417
1887	0.741535	0.000420
1888	0.735672	0.000422
1889	0.741323	0.000423
1890	0.744157	0.000423
1891	0.746668	0.000423
1892	0.748455	0.000423
1893	0.750080	0.000424
1894	0.746230	0.000424
1895	0.749466	0.000424
1896	0.752702	0.000424
1897	0.755616	0.000424
1898	0.757000	0.000424
1899	0.756451	0.000424
1900	0.761539	0.000424
1901	0.765500	0.000424
1902	0.765807	0.000424
1903	0.766114	0.000424
1904	0.761429	0.000424
1905	0.756663	0.000424
1906	0.756889	0.000424
1907	0.758243	0.000424
1908	0.756859	0.000424
1909	0.752737	0.000423
1910	0.747971	0.000423
1911	0.748359	0.000423
1912	0.740050	0.000423
1913	0.735445	0.000423
1914	0.734866	0.000422
1915	0.729376	0.000422
1916	0.726542	0.000421
1917	0.722984	0.000419
1918	0.716930	0.000418
1919	0.710956	0.000417
1920	0.709250	0.000415
1921	0.699975	0.000412
1922	0.696578	0.000409
1923	0.690765	0.000406
1924	0.685194	0.000403
1925	0.678898	0.000399
1926	0.671797	0.000396
1927	0.662924	0.000391
1928	0.657514	0.000388
1929	0.651460	0.000383
1930	0.642748	0.000378
1931	0.635083	0.000373
1932	0.627821	0.000369
1933	0.620801	0.000363
1934	0.612089	0.000359
1935	0.604344	0.000354
1936	0.595874	0.000349
1937	0.587967	0.000343
1938	0.580061	0.000336
1939	0.571430	0.000332
1940	0.563765	0.000327
1941	0.555053	0.000322
1942	0.546100	0.000315
1943	0.537228	0.000310
1944	0.528838	0.000305
1945	0.520207	0.000299
1946	0.511254	0.000294
1947	0.502301	0.000288
1948	0.493589	0.000283
1949	0.484958	0.000277
1950	0.475924	0.000272
1951	0.466568	0.000265
1952	0.458581	0.000261
1953	0.449065	0.000255
1954	0.440111	0.000251
1955	0.430595	0.000244
1956	0.422125	0.000236
1957	0.412447	0.000232
1958	0.403654	0.000227
1959	0.394379	0.000221
1960	0.384782	0.000215
1961	0.376231	0.000209
1962	0.366795	0.000204
1963	0.357439	0.000198
1964	0.348003	0.000191
1965	0.339130	0.000187
1966	0.329855	0.000179
1967	0.320096	0.000176
1968	0.311465	0.000171
1969	0.301948	0.000166
1970	0.292754	0.000159
1971	0.282834	0.000154
1972	0.273962	0.000149
1973	0.263962	0.000143
1974	0.255089	0.000138
1975	0.245572	0.000132
1976	0.236136	0.000127
1977	0.226055	0.000122
1978	0.217263	0.000116
1979	0.207827	0.000111
1980	0.198390	0.000105
1981	0.188712	0.000101
1982	0.179276	0.000095
1983	0.169759	0.000090
1984	0.160242	0.000083
1985	0.150726	0.000077
1986	0.141209	0.000073
1987	0.131611	0.000068
1988	0.122014	0.000062
1989	0.112578	0.000057
1990	0.103302	0.000052
1991	0.093785	0.000047
1992	0.084027	0.000041
1993	0.074349	0.000036
1994	0.064671	0.000032
1995	0.055235	0.000026
1996	0.045799	0.000020
1997	0.035960	0.000016
1998	0.026604	0.000009
1999	0.016765	0.000005
2000	0.007409	-0.000001
2001	-0.002591	-0.000006
2002	-0.015027	-0.000012
2003	-0.027222	-0.000021
