напляжение фаза 1, В	-1.400000
напляжение фаза 2, В	1.100000
количество точек фаза 1	100
количество точек фаза 2	100
длительность импульсов, us	25000.000000
задержка между импульсами, us	0.500000
количество ВАХ в файле	18

номер точки	напряжение, В 	ток, А
1023	-0.600634	-0.000321
1024	-0.627507	-0.000339
1025	-0.655024	-0.000355
1026	-0.682379	-0.000365
1027	-0.710138	-0.000377
1028	-0.737896	-0.000379
1029	-0.765896	-0.000380
1030	-0.793655	-0.000387
1031	-0.821413	-0.000393
1032	-0.848769	-0.000406
1033	-0.876930	-0.000405
1034	-0.904125	-0.000425
1035	-0.931883	-0.000432
1036	-0.959883	-0.000439
1037	-0.987803	-0.000441
1038	-1.014353	-0.000464
1039	-1.041790	-0.000493
1040	-1.067696	-0.000542
1041	-1.096179	-0.000535
1042	-1.123374	-0.000559
1043	-1.164419	-0.000246
1044	-1.199907	-0.000105
1045	-1.228793	-0.000093
1046	-1.256149	-0.000098
1047	-1.283344	-0.000118
1048	-1.310861	-0.000122
1049	-1.338055	-0.000153
1050	-1.368230	-0.000088
1051	-1.396632	-0.000093
1052	-1.369598	-0.000076
1053	-1.341760	-0.000080
1054	-1.314162	-0.000069
1055	-1.285196	-0.000069
1056	-1.256793	-0.000096
1057	-1.229115	-0.000070
1058	-1.202565	-0.000065
1059	-1.174082	-0.000065
1060	-1.145437	-0.000054
1061	-1.119531	-0.000050
1062	-1.090404	-0.000054
1063	-1.061840	-0.000076
1064	-1.034645	-0.000054
1065	-1.007531	-0.000055
1066	-0.978484	-0.000048
1067	-0.950967	-0.000049
1068	-0.924256	-0.000040
1069	-0.895692	-0.000053
1070	-0.867934	-0.000042
1071	-0.839773	-0.000039
1072	-0.812336	-0.000035
1073	-0.783853	-0.000034
1074	-0.756417	-0.000031
1075	-0.728658	-0.000030
1076	-0.700819	-0.000029
1077	-0.673222	-0.000024
1078	-0.644980	-0.000025
1079	-0.616980	-0.000026
1080	-0.589061	-0.000025
1081	-0.561544	-0.000023
1082	-0.533464	-0.000021
1083	-0.505464	-0.000020
1084	-0.477705	-0.000018
1085	-0.449383	-0.000016
1086	-0.421544	-0.000017
1087	-0.393866	-0.000015
1088	-0.365866	-0.000014
1089	-0.337947	-0.000013
1090	-0.309866	-0.000012
1091	-0.282027	-0.000010
1092	-0.254108	-0.000010
1093	-0.226108	-0.000010
1094	-0.198027	-0.000008
1095	-0.170349	-0.000008
1096	-0.142510	-0.000007
1097	-0.114430	-0.000007
1098	-0.086430	-0.000007
1099	-0.058591	-0.000006
1100	-0.030752	-0.000005
1101	-0.002752	-0.000004
1102	0.019329	-0.000004
1103	0.041167	-0.000003
1104	0.063248	-0.000003
1105	0.085409	-0.000002
1106	0.107087	-0.000001
1107	0.129006	-0.000001
1108	0.151248	-0.000001
1109	0.173248	0.000000
1110	0.195248	0.000000
1111	0.217006	0.000001
1112	0.239087	0.000001
1113	0.260926	0.000002
1114	0.282845	0.000003
1115	0.304926	0.000004
1116	0.326765	0.000005
1117	0.348765	0.000006
1118	0.370282	0.000007
1119	0.392362	0.000008
1120	0.414362	0.000009
1121	0.436684	0.000006
1122	0.458282	0.000007
1123	0.480523	0.000007
1124	0.502523	0.000008
1125	0.524282	0.000009
1126	0.546523	0.000009
1127	0.568282	0.000010
1128	0.590201	0.000011
1129	0.612040	0.000012
1130	0.633799	0.000013
1131	0.655879	0.000014
1132	0.678040	0.000015
1133	0.699879	0.000014
1134	0.721476	0.000022
1135	0.743235	0.000023
1136	0.764349	0.000035
1137	0.786591	0.000033
1138	0.808752	0.000029
1139	0.831074	0.000027
1140	0.852993	0.000029
1141	0.874430	0.000032
1142	0.896108	0.000026
1143	0.914484	0.000078
1144	0.863610	0.000403
1145	0.848005	0.000421
1146	0.856316	0.000423
1147	0.853112	0.000424
1148	0.859249	0.000424
1149	0.863533	0.000424
1150	0.864839	0.000424
1151	0.873311	0.000424
1152	0.871603	0.000424
1153	0.863372	0.000424
1154	0.857075	0.000424
1155	0.851824	0.000424
1156	0.846734	0.000423
1157	0.834638	0.000422
1158	0.821657	0.000422
1159	0.811494	0.000419
1160	0.802055	0.000415
1161	0.786900	0.000410
1162	0.773113	0.000404
1163	0.759166	0.000394
1164	0.742883	0.000386
1165	0.726842	0.000376
1166	0.708868	0.000367
1167	0.690894	0.000357
1168	0.673323	0.000346
1169	0.654302	0.000336
1170	0.635362	0.000324
1171	0.616503	0.000315
1172	0.596838	0.000304
1173	0.577254	0.000293
1174	0.557911	0.000281
1175	0.538005	0.000271
1176	0.517937	0.000260
1177	0.498111	0.000250
1178	0.477722	0.000238
1179	0.457252	0.000227
1180	0.437345	0.000216
1181	0.416473	0.000205
1182	0.396083	0.000195
1183	0.375613	0.000184
1184	0.354580	0.000174
1185	0.334190	0.000163
1186	0.313398	0.000151
1187	0.292284	0.000140
1188	0.271491	0.000130
1189	0.250780	0.000119
1190	0.229988	0.000110
1191	0.208874	0.000099
1192	0.187598	0.000090
1193	0.166967	0.000078
1194	0.145692	0.000067
1195	0.124578	0.000056
1196	0.103785	0.000046
1197	0.082108	0.000036
1198	0.061154	0.000025
1199	0.040201	0.000016
1200	0.018845	0.000004
1201	-0.002510	-0.000006
1202	-0.029222	-0.000019
1203	-0.056336	-0.000033
1204	-0.083853	-0.000046
1205	-0.110726	-0.000060
1206	-0.137679	-0.000073
1207	-0.164471	-0.000088
1208	-0.191907	-0.000101
1209	-0.218941	-0.000115
1210	-0.246377	-0.000129
1211	-0.273089	-0.000143
1212	-0.300525	-0.000157
1213	-0.327881	-0.000171
1214	-0.355076	-0.000185
1215	-0.382432	-0.000200
1216	-0.409466	-0.000214
1217	-0.436580	-0.000229
1218	-0.464016	-0.000243
1219	-0.491050	-0.000258
1220	-0.518486	-0.000274
1221	-0.545842	-0.000289
1222	-0.573117	-0.000303
1223	-0.600231	-0.000320
1224	-0.627587	-0.000336
1225	-0.655185	-0.000349
1226	-0.682379	-0.000368
1227	-0.709896	-0.000374
1228	-0.737333	-0.000388
1229	-0.765011	-0.000399
1230	-0.793333	-0.000398
1231	-0.820608	-0.000412
1232	-0.848366	-0.000417
1233	-0.875722	-0.000429
1234	-0.903320	-0.000447
1235	-0.930756	-0.000461
1236	-0.958675	-0.000460
1237	-0.986192	-0.000472
1238	-1.013790	-0.000491
1239	-1.041145	-0.000506
1240	-1.066891	-0.000564
1241	-1.094810	-0.000569
1242	-1.124501	-0.000524
1243	-1.155320	-0.000427
1244	-1.188956	-0.000323
1245	-1.216473	-0.000326
1246	-1.256793	-0.000098
1247	-1.284310	-0.000104
1248	-1.311988	-0.000102
1249	-1.340310	-0.000103
1250	-1.368793	-0.000087
1251	-1.396954	-0.000101
1252	-1.367344	-0.000114
1253	-1.339022	-0.000090
1254	-1.312471	-0.000077
1255	-1.286645	-0.000064
1256	-1.258726	-0.000062
1257	-1.231209	-0.000063
1258	-1.203692	-0.000051
1259	-1.175289	-0.000049
1260	-1.147370	-0.000047
1261	-1.120095	-0.000041
1262	-1.091531	-0.000042
1263	-1.063773	-0.000048
1264	-1.036497	-0.000035
1265	-1.008336	-0.000039
1266	-0.979853	-0.000039
1267	-0.951853	-0.000043
1268	-0.923692	-0.000044
1269	-0.895934	-0.000041
1270	-0.868497	-0.000034
1271	-0.840578	-0.000033
1272	-0.812336	-0.000035
1273	-0.785222	-0.000022
1274	-0.757061	-0.000027
1275	-0.729383	-0.000022
1276	-0.701303	-0.000024
1277	-0.673303	-0.000022
1278	-0.645222	-0.000021
1279	-0.617303	-0.000020
1280	-0.589544	-0.000020
1281	-0.561625	-0.000019
1282	-0.533786	-0.000018
1283	-0.505625	-0.000017
1284	-0.477705	-0.000016
1285	-0.449786	-0.000015
1286	-0.422027	-0.000014
1287	-0.393947	-0.000013
1288	-0.366108	-0.000013
1289	-0.338027	-0.000012
1290	-0.310269	-0.000011
1291	-0.282108	-0.000011
1292	-0.254108	-0.000010
1293	-0.226108	-0.000009
1294	-0.198591	-0.000008
1295	-0.170269	-0.000008
1296	-0.142349	-0.000007
1297	-0.114510	-0.000006
1298	-0.086430	-0.000006
1299	-0.058349	-0.000005
1300	-0.030671	-0.000005
1301	-0.002591	-0.000004
1302	0.019329	-0.000004
1303	0.041329	-0.000003
1304	0.063409	-0.000003
1305	0.085329	-0.000002
1306	0.107006	-0.000001
1307	0.129087	-0.000001
1308	0.151006	-0.000000
1309	0.173248	-0.000001
1310	0.195006	-0.000000
1311	0.217006	-0.000000
1312	0.238765	0.000001
1313	0.260845	0.000002
1314	0.282684	0.000003
1315	0.304765	0.000003
1316	0.326684	0.000004
1317	0.348845	0.000005
1318	0.369315	0.000003
1319	0.392765	0.000004
1320	0.414604	0.000006
1321	0.436362	0.000008
1322	0.458121	0.000010
1323	0.480040	0.000012
1324	0.501879	0.000013
1325	0.524121	0.000014
1326	0.546121	0.000014
1327	0.568604	0.000007
1328	0.590604	0.000007
1329	0.612523	0.000008
1330	0.634282	0.000009
1331	0.654752	0.000024
1332	0.677396	0.000023
1333	0.699476	0.000020
1334	0.721235	0.000023
1335	0.743718	0.000017
1336	0.765154	0.000024
1337	0.787718	0.000018
1338	0.809235	0.000021
1339	0.831315	0.000024
1340	0.852832	0.000029
1341	0.874591	0.000024
1342	0.893853	0.000059
1343	0.916980	0.000053
1344	0.938417	0.000055
1345	0.959209	0.000073
1346	0.879990	0.000418
1347	0.886932	0.000422
1348	0.883325	0.000423
1349	0.900252	0.000424
1350	0.897692	0.000424
1351	0.895938	0.000424
1352	0.884487	0.000424
1353	0.874324	0.000424
1354	0.869636	0.000424
1355	0.848361	0.000424
1356	0.842224	0.000423
1357	0.836973	0.000422
1358	0.828743	0.000421
1359	0.814151	0.000418
1360	0.803022	0.000413
1361	0.788913	0.000408
1362	0.776012	0.000401
1363	0.760052	0.000394
1364	0.743688	0.000384
1365	0.726761	0.000374
1366	0.709593	0.000365
1367	0.691780	0.000356
1368	0.672840	0.000344
1369	0.654705	0.000336
1370	0.635846	0.000323
1371	0.616744	0.000312
1372	0.596596	0.000304
1373	0.577173	0.000291
1374	0.557669	0.000281
1375	0.538166	0.000271
1376	0.518018	0.000260
1377	0.497467	0.000249
1378	0.477400	0.000237
1379	0.457091	0.000227
1380	0.437104	0.000217
1381	0.416151	0.000206
1382	0.395681	0.000195
1383	0.375291	0.000185
1384	0.354499	0.000174
1385	0.333626	0.000164
1386	0.313156	0.000152
1387	0.292364	0.000142
1388	0.271411	0.000132
1389	0.250458	0.000121
1390	0.229424	0.000109
1391	0.208471	0.000099
1392	0.187679	0.000089
1393	0.166403	0.000080
1394	0.145531	0.000068
1395	0.124658	0.000057
1396	0.103383	0.000047
1397	0.082269	0.000035
1398	0.061074	0.000027
1399	0.040201	0.000016
1400	0.019006	0.000005
1401	-0.002591	-0.000006
1402	-0.029383	-0.000020
1403	-0.056497	-0.000033
1404	-0.083531	-0.000047
1405	-0.110484	-0.000059
1406	-0.137518	-0.000074
1407	-0.164954	-0.000087
1408	-0.191827	-0.000101
1409	-0.219183	-0.000114
1410	-0.246136	-0.000128
1411	-0.273733	-0.000143
1412	-0.300767	-0.000157
1413	-0.327720	-0.000171
1414	-0.355157	-0.000185
1415	-0.382754	-0.000199
1416	-0.409304	-0.000212
1417	-0.436821	-0.000227
1418	-0.463936	-0.000244
1419	-0.491533	-0.000255
1420	-0.518808	-0.000272
1421	-0.545842	-0.000287
1422	-0.573117	-0.000301
1423	-0.600634	-0.000317
1424	-0.627587	-0.000335
1425	-0.655185	-0.000350
1426	-0.682863	-0.000354
1427	-0.710702	-0.000361
1428	-0.738299	-0.000366
1429	-0.766379	-0.000366
1430	-0.793574	-0.000386
1431	-0.821333	-0.000392
1432	-0.849413	-0.000394
1433	-0.877091	-0.000397
1434	-0.904447	-0.000417
1435	-0.932125	-0.000425
1436	-0.959400	-0.000444
1437	-0.986514	-0.000467
1438	-1.014353	-0.000469
1439	-1.041951	-0.000482
1440	-1.070434	-0.000474
1441	-1.097548	-0.000498
1442	-1.126595	-0.000466
1443	-1.155320	-0.000446
1444	-1.187829	-0.000334
1445	-1.229276	-0.000101
1446	-1.256471	-0.000099
1447	-1.283666	-0.000115
1448	-1.310458	-0.000130
1449	-1.339344	-0.000104
1450	-1.366941	-0.000123
1451	-1.394780	-0.000109
1452	-1.367344	-0.000091
1453	-1.340874	-0.000085
1454	-1.314484	-0.000074
1455	-1.286323	-0.000060
1456	-1.258082	-0.000063
1457	-1.229518	-0.000062
1458	-1.202162	-0.000067
1459	-1.174967	-0.000074
1460	-1.146645	-0.000061
1461	-1.120256	-0.000049
1462	-1.091934	-0.000037
1463	-1.063773	-0.000045
1464	-1.036739	-0.000032
1465	-1.008497	-0.000046
1466	-0.979048	-0.000046
1467	-0.951612	-0.000047
1468	-0.923209	-0.000047
1469	-0.895773	-0.000046
1470	-0.867692	-0.000044
1471	-0.839289	-0.000042
1472	-0.812014	-0.000041
1473	-0.784819	-0.000038
1474	-0.756739	-0.000035
1475	-0.728819	-0.000033
1476	-0.700739	-0.000032
1477	-0.672658	-0.000030
1478	-0.644819	-0.000029
1479	-0.616739	-0.000027
1480	-0.588819	-0.000026
1481	-0.561061	-0.000025
1482	-0.533383	-0.000024
1483	-0.505464	-0.000023
1484	-0.477303	-0.000022
1485	-0.449464	-0.000020
1486	-0.421383	-0.000019
1487	-0.393866	-0.000017
1488	-0.366108	-0.000016
1489	-0.337947	-0.000014
1490	-0.309866	-0.000013
1491	-0.282027	-0.000012
1492	-0.254108	-0.000011
1493	-0.226027	-0.000010
1494	-0.198269	-0.000009
1495	-0.170430	-0.000008
1496	-0.142430	-0.000008
1497	-0.114591	-0.000006
1498	-0.086510	-0.000006
1499	-0.058510	-0.000005
1500	-0.030833	-0.000005
1501	-0.002671	-0.000004
1502	0.019409	-0.000004
1503	0.041409	-0.000004
1504	0.063248	-0.000003
1505	0.085087	-0.000002
1506	0.107329	-0.000002
1507	0.129248	-0.000002
1508	0.150845	-0.000001
1509	0.172926	-0.000001
1510	0.195087	-0.000001
1511	0.217167	0.000000
1512	0.238926	0.000001
1513	0.260604	0.000003
1514	0.282362	0.000004
1515	0.304523	0.000003
1516	0.326523	0.000005
1517	0.349167	0.000001
1518	0.371006	0.000002
1519	0.392926	0.000004
1520	0.415006	0.000004
1521	0.436040	0.000011
1522	0.458523	0.000007
1523	0.480604	0.000006
1524	0.502845	0.000004
1525	0.524523	0.000006
1526	0.546362	0.000008
1527	0.568282	0.000010
1528	0.590362	0.000011
1529	0.611799	0.000012
1530	0.634121	0.000010
1531	0.655960	0.000012
1532	0.678121	0.000010
1533	0.699557	0.000018
1534	0.722282	0.000014
1535	0.743960	0.000014
1536	0.765718	0.000025
1537	0.788121	0.000011
1538	0.809638	0.000021
1539	0.831154	0.000023
1540	0.853396	0.000024
1541	0.874430	0.000025
1542	0.897074	0.000026
1543	0.918108	0.000029
1544	0.939463	0.000047
1545	0.863224	0.000415
1546	0.870488	0.000421
1547	0.867767	0.000423
1548	0.864322	0.000424
1549	0.878511	0.000424
1550	0.873616	0.000424
1551	0.871459	0.000424
1552	0.872730	0.000424
1553	0.861359	0.000424
1554	0.859168	0.000424
1555	0.853434	0.000424
1556	0.847941	0.000423
1557	0.841160	0.000422
1558	0.830917	0.000420
1559	0.819466	0.000417
1560	0.805840	0.000413
1561	0.790363	0.000407
1562	0.779153	0.000398
1563	0.761098	0.000392
1564	0.745138	0.000383
1565	0.728452	0.000373
1566	0.709995	0.000362
1567	0.692907	0.000352
1568	0.673323	0.000344
1569	0.655510	0.000331
1570	0.636490	0.000321
1571	0.617147	0.000310
1572	0.597321	0.000301
1573	0.578059	0.000290
1574	0.558716	0.000278
1575	0.538488	0.000267
1576	0.518420	0.000257
1577	0.498353	0.000246
1578	0.478286	0.000235
1579	0.457654	0.000224
1580	0.437345	0.000214
1581	0.416634	0.000203
1582	0.396244	0.000193
1583	0.375694	0.000181
1584	0.354982	0.000171
1585	0.333868	0.000161
1586	0.313478	0.000150
1587	0.292606	0.000140
1588	0.271733	0.000130
1589	0.251102	0.000119
1590	0.229988	0.000108
1591	0.209035	0.000098
1592	0.187920	0.000088
1593	0.166806	0.000078
1594	0.145933	0.000066
1595	0.124900	0.000055
1596	0.103544	0.000046
1597	0.082269	0.000036
1598	0.061396	0.000024
1599	0.040040	0.000015
1600	0.019006	0.000005
1601	-0.002349	-0.000007
1602	-0.029303	-0.000019
1603	-0.056578	-0.000032
1604	-0.083289	-0.000045
1605	-0.110565	-0.000059
1606	-0.137760	-0.000072
1607	-0.164552	-0.000086
1608	-0.191827	-0.000099
1609	-0.218941	-0.000113
1610	-0.246136	-0.000128
1611	-0.273492	-0.000142
1612	-0.300767	-0.000156
1613	-0.327801	-0.000169
1614	-0.354995	-0.000182
1615	-0.382351	-0.000198
1616	-0.409466	-0.000212
1617	-0.436741	-0.000227
1618	-0.464258	-0.000242
1619	-0.491452	-0.000255
1620	-0.518647	-0.000273
1621	-0.545681	-0.000288
1622	-0.573520	-0.000299
1623	-0.600634	-0.000315
1624	-0.628070	-0.000327
1625	-0.655265	-0.000347
1626	-0.682621	-0.000359
1627	-0.710138	-0.000371
1628	-0.737735	-0.000381
1629	-0.765494	-0.000387
1630	-0.793333	-0.000391
1631	-0.821735	-0.000387
1632	-0.849333	-0.000393
1633	-0.877172	-0.000404
1634	-0.904205	-0.000423
1635	-0.931883	-0.000436
1636	-0.959561	-0.000443
1637	-0.986273	-0.000475
1638	-1.013709	-0.000494
1639	-1.041226	-0.000496
1640	-1.069790	-0.000478
1641	-1.096984	-0.000506
1642	-1.127561	-0.000450
1643	-1.158863	-0.000362
1644	-1.190647	-0.000268
1645	-1.223640	-0.000179
1646	-1.257679	-0.000081
1647	-1.285276	-0.000087
1648	-1.311102	-0.000091
1649	-1.338780	-0.000129
1650	-1.366458	-0.000135
1651	-1.395022	-0.000120
1652	-1.369115	-0.000087
1653	-1.339746	-0.000088
1654	-1.313679	-0.000101
1655	-1.286162	-0.000072
1656	-1.258001	-0.000076
1657	-1.229196	-0.000074
1658	-1.201840	-0.000067
1659	-1.173276	-0.000090
1660	-1.147209	-0.000068
1661	-1.118484	-0.000063
1662	-1.090565	-0.000066
1663	-1.063048	-0.000056
1664	-1.034565	-0.000065
1665	-1.006645	-0.000069
1666	-0.979853	-0.000060
1667	-0.950484	-0.000062
1668	-0.923692	-0.000051
1669	-0.895451	-0.000047
1670	-0.869061	-0.000044
1671	-0.840095	-0.000044
1672	-0.812900	-0.000036
1673	-0.784175	-0.000036
1674	-0.755853	-0.000047
1675	-0.728014	-0.000036
1676	-0.700819	-0.000028
1677	-0.673061	-0.000030
1678	-0.644739	-0.000031
1679	-0.616658	-0.000030
1680	-0.588900	-0.000028
1681	-0.560980	-0.000027
1682	-0.533222	-0.000022
1683	-0.505303	-0.000023
1684	-0.477303	-0.000022
1685	-0.449383	-0.000020
1686	-0.421464	-0.000019
1687	-0.393625	-0.000018
1688	-0.365544	-0.000017
1689	-0.337866	-0.000015
1690	-0.309947	-0.000015
1691	-0.282027	-0.000013
1692	-0.254027	-0.000012
1693	-0.226027	-0.000011
1694	-0.198188	-0.000010
1695	-0.170188	-0.000009
1696	-0.142430	-0.000008
1697	-0.114188	-0.000007
1698	-0.086349	-0.000006
1699	-0.058510	-0.000006
1700	-0.030913	-0.000005
1701	-0.002510	-0.000004
1702	0.019248	-0.000003
1703	0.041409	-0.000003
1704	0.063248	-0.000003
1705	0.085329	-0.000002
1706	0.107329	-0.000001
1707	0.129167	-0.000001
1708	0.151006	-0.000001
1709	0.173087	0.000000
1710	0.195167	0.000001
1711	0.217087	0.000001
1712	0.239087	0.000002
1713	0.260926	0.000002
1714	0.282604	0.000004
1715	0.304845	0.000004
1716	0.326362	0.000008
1717	0.348523	0.000003
1718	0.369799	0.000023
1719	0.391396	0.000019
1720	0.412510	0.000029
1721	0.435235	0.000023
1722	0.456993	0.000025
1723	0.478671	0.000024
1724	0.500913	0.000028
1725	0.523074	0.000030
1726	0.544913	0.000025
1727	0.566832	0.000030
1728	0.588510	0.000032
1729	0.610510	0.000034
1730	0.632027	0.000036
1731	0.652739	0.000053
1732	0.676832	0.000025
1733	0.699557	0.000026
1734	0.721235	0.000021
1735	0.742591	0.000023
1736	0.765235	0.000025
1737	0.786188	0.000035
1738	0.809074	0.000023
1739	0.831315	0.000024
1740	0.835198	0.000198
1741	0.844153	0.000278
1742	0.847874	0.000351
1743	0.861660	0.000370
1744	0.872226	0.000391
1745	0.857748	0.000419
1746	0.874917	0.000420
1747	0.881859	0.000422
1748	0.885661	0.000423
1749	0.885194	0.000424
1750	0.891653	0.000424
1751	0.888691	0.000424
1752	0.881266	0.000424
1753	0.877545	0.000424
1754	0.865046	0.000424
1755	0.855930	0.000424
1756	0.854383	0.000422
1757	0.843335	0.000421
1758	0.831722	0.000419
1759	0.817936	0.000417
1760	0.805035	0.000413
1761	0.788027	0.000409
1762	0.770939	0.000405
1763	0.758763	0.000395
1764	0.742883	0.000385
1765	0.725553	0.000379
1766	0.708304	0.000369
1767	0.690814	0.000359
1768	0.671874	0.000348
1769	0.654141	0.000338
1770	0.635443	0.000326
1771	0.616100	0.000315
1772	0.596919	0.000305
1773	0.577334	0.000294
1774	0.557589	0.000283
1775	0.538166	0.000273
1776	0.517857	0.000261
1777	0.498111	0.000250
1778	0.477883	0.000239
1779	0.457574	0.000229
1780	0.436621	0.000216
1781	0.416634	0.000207
1782	0.396003	0.000196
1783	0.375452	0.000184
1784	0.354821	0.000173
1785	0.333787	0.000163
1786	0.312995	0.000152
1787	0.292606	0.000141
1788	0.271733	0.000131
1789	0.250941	0.000120
1790	0.230068	0.000109
1791	0.209035	0.000099
1792	0.187759	0.000089
1793	0.166887	0.000078
1794	0.145611	0.000067
1795	0.124819	0.000057
1796	0.103624	0.000047
1797	0.082671	0.000035
1798	0.060993	0.000025
1799	0.040121	0.000015
1800	0.019087	0.000005
1801	-0.002430	-0.000006
1802	-0.029464	-0.000019
1803	-0.056336	-0.000032
1804	-0.083531	-0.000046
1805	-0.110484	-0.000060
1806	-0.137679	-0.000072
1807	-0.164793	-0.000087
1808	-0.191907	-0.000101
1809	-0.219022	-0.000114
1810	-0.246055	-0.000128
1811	-0.273411	-0.000142
1812	-0.300606	-0.000156
1813	-0.327640	-0.000170
1814	-0.355237	-0.000183
1815	-0.382271	-0.000199
1816	-0.409466	-0.000214
1817	-0.436660	-0.000227
1818	-0.463936	-0.000243
1819	-0.491291	-0.000259
1820	-0.518486	-0.000274
1821	-0.545761	-0.000288
1822	-0.573037	-0.000304
1823	-0.600312	-0.000321
1824	-0.627507	-0.000338
1825	-0.655104	-0.000348
1826	-0.682621	-0.000363
1827	-0.709896	-0.000379
1828	-0.737091	-0.000393
1829	-0.765011	-0.000401
1830	-0.792447	-0.000410
1831	-0.820125	-0.000421
1832	-0.847964	-0.000428
1833	-0.875481	-0.000445
1834	-0.902675	-0.000460
1835	-0.930514	-0.000465
1836	-0.958112	-0.000475
1837	-0.986434	-0.000469
1838	-1.014112	-0.000481
1839	-1.040662	-0.000520
1840	-1.068179	-0.000535
1841	-1.095213	-0.000553
1842	-1.123374	-0.000536
1843	-1.154675	-0.000457
1844	-1.180260	-0.000524
1845	-1.209065	-0.000447
1846	-1.256793	-0.000101
1847	-1.282619	-0.000117
1848	-1.311666	-0.000114
1849	-1.339585	-0.000116
1850	-1.369679	-0.000086
1851	-1.395666	-0.000093
1852	-1.368713	-0.000082
1853	-1.341035	-0.000077
1854	-1.313518	-0.000076
1855	-1.286162	-0.000070
1856	-1.259451	-0.000063
1857	-1.230967	-0.000060
1858	-1.203451	-0.000044
1859	-1.176256	-0.000047
1860	-1.147773	-0.000040
1861	-1.119612	-0.000038
1862	-1.092417	-0.000033
1863	-1.064417	-0.000044
1864	-1.036658	-0.000027
1865	-1.008900	-0.000040
1866	-0.980819	-0.000022
1867	-0.953303	-0.000025
1868	-0.925383	-0.000025
1869	-0.897383	-0.000022
1870	-0.869303	-0.000021
1871	-0.841544	-0.000020
1872	-0.813625	-0.000019
1873	-0.785625	-0.000018
1874	-0.757705	-0.000018
1875	-0.729947	-0.000017
1876	-0.701625	-0.000016
1877	-0.673786	-0.000015
1878	-0.645625	-0.000014
1879	-0.617786	-0.000016
1880	-0.589625	-0.000014
1881	-0.561947	-0.000014
1882	-0.533705	-0.000014
1883	-0.505947	-0.000013
1884	-0.477866	-0.000013
1885	-0.449866	-0.000012
1886	-0.421866	-0.000011
1887	-0.394027	-0.000010
1888	-0.366108	-0.000010
1889	-0.338188	-0.000009
1890	-0.310188	-0.000009
1891	-0.282349	-0.000008
1892	-0.254188	-0.000008
1893	-0.226349	-0.000008
1894	-0.198510	-0.000007
1895	-0.170269	-0.000006
1896	-0.142430	-0.000006
1897	-0.114510	-0.000006
1898	-0.086349	-0.000005
1899	-0.058752	-0.000005
1900	-0.030349	-0.000005
1901	-0.002510	-0.000004
1902	0.019329	-0.000004
1903	0.041490	-0.000003
1904	0.063490	-0.000003
1905	0.085248	-0.000003
1906	0.107329	-0.000003
1907	0.129248	-0.000002
1908	0.151329	-0.000002
1909	0.173006	-0.000002
1910	0.195087	-0.000001
1911	0.217087	-0.000001
1912	0.239006	-0.000001
1913	0.261167	-0.000000
1914	0.283006	0.000000
1915	0.305167	-0.000001
1916	0.326845	-0.000000
1917	0.349087	0.000000
1918	0.371006	0.000001
1919	0.393167	0.000001
1920	0.415006	0.000001
1921	0.436845	-0.000000
1922	0.458845	0.000000
1923	0.480765	0.000001
1924	0.502845	0.000001
1925	0.524845	0.000003
1926	0.547087	0.000002
1927	0.568604	0.000008
1928	0.590443	0.000006
1929	0.612040	0.000011
1930	0.634040	0.000013
1931	0.655960	0.000016
1932	0.678201	0.000014
1933	0.700040	0.000013
1934	0.722121	0.000010
1935	0.743879	0.000014
1936	0.765879	0.000011
1937	0.787476	0.000031
1938	0.809476	0.000027
1939	0.831315	0.000023
1940	0.853315	0.000028
1941	0.875557	0.000020
1942	0.897396	0.000021
1943	0.919396	0.000022
1944	0.940269	0.000029
1945	0.963315	0.000024
1946	0.984510	0.000030
1947	1.006913	0.000025
1948	1.025370	0.000059
1949	0.890106	0.000424
1950	0.895438	0.000424
1951	0.899481	0.000424
1952	0.890687	0.000424
1953	0.881168	0.000424
1954	0.872696	0.000424
1955	0.865271	0.000423
1956	0.850438	0.000423
1957	0.840919	0.000422
1958	0.831803	0.000420
1959	0.818982	0.000417
1960	0.805921	0.000412
1961	0.792054	0.000406
1962	0.777220	0.000398
1963	0.762467	0.000390
1964	0.745299	0.000381
1965	0.727406	0.000374
1966	0.710881	0.000364
1967	0.693149	0.000354
1968	0.674289	0.000343
1969	0.655349	0.000334
1970	0.635846	0.000322
1971	0.616986	0.000313
1972	0.597643	0.000302
1973	0.577898	0.000291
1974	0.557911	0.000280
1975	0.538166	0.000270
1976	0.517937	0.000259
1977	0.497950	0.000249
1978	0.477963	0.000239
1979	0.457252	0.000228
1980	0.437184	0.000217
1981	0.416473	0.000206
1982	0.395761	0.000195
1983	0.375533	0.000185
1984	0.354902	0.000174
1985	0.334029	0.000163
1986	0.313156	0.000153
1987	0.292606	0.000142
1988	0.271411	0.000130
1989	0.250860	0.000120
1990	0.229746	0.000110
1991	0.208874	0.000100
1992	0.187840	0.000089
1993	0.166887	0.000079
1994	0.145611	0.000068
1995	0.124658	0.000057
1996	0.103624	0.000046
1997	0.082349	0.000036
1998	0.061396	0.000026
1999	0.040040	0.000016
2000	0.018765	0.000005
2001	-0.002430	-0.000006
2002	-0.029383	-0.000019
2003	-0.056336	-0.000033
2004	-0.083531	-0.000046
2005	-0.110726	-0.000059
2006	-0.137598	-0.000074
2007	-0.164793	-0.000087
2008	-0.191907	-0.000100
2009	-0.219183	-0.000115
2010	-0.246458	-0.000127
